COUNTRY,INDEX_TYPE,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Kenya,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2790309,61.89030329,67.69423361,71.56464706,76.4869744,81.52146507,86.65507516,93.5923769,97.98167825,103.1155635,108.6891268,115.3277891,124.1617394,133.6866785,139.6889277,
Lesotho,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.71664332,54.85724964,59.25265203,65.6019684,54.5416792,53.22981953,55.91080887,59.29421603,62.1789502,65.5181399,67.62680528,72.08781081,75.29405992,78.87188533,82.96303596,87.09301616,92.3601805,100.0000335,106.3422531,112.8349222,
Liberia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.52683078,29.54873993,34.71665163,37.29528059,40.01407968,43.4105418,46.37625756,49.89032889,54.81007052,59.05713675,64.27439107,72.25703416,89.28333117,113.3597207,132.5806822,142.9426499,153.7962637,169.3211561,,
Libya,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0623688,122.5216379,129.946209,133.3323707,136.5762692,150.7833333,189.7666667,238.7333333,270.175,264.3333333,268.1583333,275.85,288.2916667,295.1333333,301.4083333,
Madagascar,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.50871202,27.52822268,32.06997353,31.52349964,35.92285678,42.5196672,47.09718029,51.94252234,56.77136329,61.85479493,67.57470683,73.98250576,78.20975098,82.76658694,87.79913321,94.29994938,99.99166667,108.6,117.9333333,124.55,129.7833333,137.3266667,148.5333333,163.2,,
Malawi,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6039503,20.02209644,24.28104963,30.90572934,38.25884053,46.62503416,56.74784812,63.29847577,71.1602592,77.82857042,84.5416852,92.42954626,111.7972054,143.9833333,190.3166667,
Mali,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.41868275,81.76601625,86.11852634,85.59601393,86.35252395,87.60523188,86.02864689,87.54262842,87.80485931,86.34882035,86.72710498,90.13166667,98.80366342,100.8378355,104.0710985,
Mauritania,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.07291468,78.28493734,82.12279946,85.5137334,88.53610391,91.41771228,92.76311631,94.85425346,97.76377485,100.0124322,102.3984237,106.0490963,116.1505551,121.9035506,124.9409525,
Mauritius,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.60449564,36.46945104,38.81054681,40.33232914,42.23213132,44.31720346,48.26741785,52.52812412,57.6403099,59.09059271,60.8233434,64.79054144,67.28637698,69.67053231,71.9123154,72.83750308,73.54961724,76.24667951,78.69881377,79.01805959,81.05735828,84.32277737,93.40750363,99.99551841,103.5777253,
Mozambique,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.92643164,25.46431566,28.83708665,31.28520731,35.82244001,37.17961374,41.79938233,46.4669545,47.67623588,49.70788835,50.98028541,52.79047282,61.98553946,71.35354259,74.14441824,76.22246614,78.87800783,83.93288645,92.56068509,99.15746181,103.2016667,
Nigeria,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8675,72.3675,76.26666667,85.09916667,95.76875358,108.9274303,120.7200633,135.4771751,146.9866634,158.8152842,173.123644,200.298538,233.3523359,261.5765495,291.3869179,329.9840973,385.9257922,458.6619509,571.765925,761.8329064,
Zimbabwe,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.852619292,1.90861786,1.974773031,2.048339777,2.081829117,2.077711575,2.027203063,1.995909745,2.013752426,2.227590095,7.914738783,52.01580712,103.2753591,211.41,,,
Morocco,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.61474147,89.83234323,90.70539054,91.60660066,92.43740374,93.62718627,95.38799032,95.80990099,97.30253025,98.89372937,99.640044,101.4374674,101.7452145,102.4635039,103.9,110.8166667,117.5666667,118.725,
Rwanda,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.06827854,53.49133692,58.2428796,63.53175362,73.33992161,82.83333284,82.62945624,85.17458454,93.92288165,99.48712551,101.8295405,104.4043033,111.8946261,121.1589828,120.7819237,124.8255534,137.1213685,136.5847485,160.7455109,192.5563189,195.9651288,
Sao Tome and Principe,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.16818394,73.36166667,81.16583333,87.745,93.88583333,98.81096994,104.1769191,110.1048944,118.768604,127.9378315,140.5004667,151.9340721,179.2907667,217.4060363,248.6079927,
Seychelles,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.86147791,66.92300512,88.17403114,86.05376422,88.25611043,94.53144698,98.63310831,100,104.0419441,102.985417,105.9275,109.8499089,111.835,113.18,124.2366667,127.4991667,126.1791667,126.5725,
Senegal,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.78595423,62.59403295,64.05704445,64.0237367,64.35331923,65.45461898,66.83720763,70.74939277,75.94749383,74.24017786,75.15235296,77.7099591,78.81206406,79.37182318,78.50646785,78.61261797,79.27082958,80.31574052,80.68598455,82.10614785,84.19422777,86.0299337,94.37210065,99.97731079,100.7816316,
Somalia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.912615,100.9367671,104.9304246,109.4067048,114.5581815,119.2701082,124.7862319,133.2458352,141.3791667,149.2925,
Namibia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19135337,65.2767702,69.5510157,75.87643233,83.0480652,87.09659184,91.45629465,97.60398474,103.0707107,108.5851686,112.270566,119.8247835,127.1889748,132.6474054,137.5850647,140.6248448,145.7111123,154.5722147,163.6609599,170.5986122,
Sudan,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.36814726,32.91887507,41.02412051,48.06650376,51.48944397,52.48591698,64.15076724,68.31378772,74.91122339,81.28306025,87.13473334,99.99083333,114.2866452,127.1516171,143.6529298,169.6492505,229.9749248,313.9671601,429.8418983,502.5263176,591.7260146,783.1590023,1278.839971,1930.972285,5083.434815,23337.69547,55732.39121,,,
Sierra Leone,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.23,27.30166667,29.34083333,31.44916667,33.585,35.7975,37.775,39.5275,42.17166667,46.7625,55.28333333,64.145,73.64166667,83.54416667,93.46416667,118.8941667,175.5387639,225.8020947,
Eswatini,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.26818636,45.68180241,51.46395836,55.29711452,57.79059243,61.32011076,66.80191209,70.55705214,74.56564442,78.25757211,84.39865868,89.64941598,93.96609065,96.40734491,,,,,,
Tanzania,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.65360842,58.2089521,67.52302115,72.83757154,77.30369052,81.62355179,85.84737984,90.41335821,93.57281548,96.81444036,99.99991682,103.6908333,108.2016667,112.3125,115.7458333,
South Sudan,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205911043,0.216219514,0.218748464,0.321236879,0.467482852,0.467211287,0.475033801,0.725691706,3.483317183,10.0267853,18.39930438,34.45110852,44.67476558,49.37308372,46.07134716,47.16913722,90.30098406,
Togo,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.99475794,53.51163616,53.48316067,54.47934121,56.61470875,58.34701612,57.80438836,58.03160508,61.96784761,63.34909718,63.94817266,69.50835637,72.08962281,73.13199923,75.73806879,77.68997647,79.10812523,79.25912293,81.30710358,82.35210037,81.54481138,82.30168627,82.86619155,84.38060467,88.22732483,94.94771087,99.9823589,102.8520666,
Tunisia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.72212094,69.90633093,71.98041284,75.10798199,77.86061691,80.46036705,83.06730581,86.89824064,91.51795559,95.7511653,100,103.6293994,109.1309271,117.1057697,124.9753657,132.0166667,139.55,151.1416667,165.2416667,177.15,
Uganda,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.79770596,70.86845053,79.85388811,83.77088802,86.34743483,91.17398536,96.37671491,101.3976691,104.0502442,107.0339765,110.5803578,113.0181814,121.1507311,127.6334438,131.875189,
Burkina Faso,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.34070546,96.94428935,100.6457701,101.1829553,100.9218127,101.6533333,102.1016667,103.6158333,105.6425,102.2266667,104.1530668,107.9583333,123.3858333,124.3024796,129.5121636,
Zambia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.175,115.13,122.7008333,131.2625,141.51,155.8175,183.6616667,195.7416667,210.4116667,229.665,265.7983333,324.3291667,359.9833333,399.1658333,458.9833333,
Solomon Islands,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59136126,99.01923947,99.52669884,100.0130726,103.475,105.1666667,108.2833333,108.1583333,114.12665,120.8439837,126.0666667,
Niger,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.19225178,81.52239283,81.89339294,83.77467347,82.99532836,82.51720026,83.88194335,86.22759552,88.7864888,86.57588933,89.08502635,92.50399209,96.41341238,99.9816469,109.051502,
Fiji,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48209979,84.03333333,87.13333333,93.475,96.675,99.49166667,100.0083333,101.3833333,105.3,108.825,113.2666667,115.275,112.2833333,112.4583333,117.3166667,120.0666667,125.4833333,
Kiribati,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.72560298,70.15865971,79.74612086,87.57435004,84.15934412,85.41955438,82.81779184,81.58541417,83.30195922,83.77845954,85.38475308,85.68831371,86.17162193,84.60926152,86.76954372,88.55145762,93.28537817,101.9451286,,
Vanuatu,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.55,99.5,102.025,105.675,107.75,111,112.575,113.925,116.25,120.825,126.675,132.118308,135.7683335,136.9546678,138.8,140.825,141.95,145.475,146.7,151.225,154.75,159.025,167.5,171.425,182.875,203.325,,
Papua New Guinea,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.325,96.425,100.8,105.8,111.325,118,125.875,132.7,138.5049472,143.9463535,150.9589506,157.7273312,166.0131252,169.8292688,170.852327,
New Caledonia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.32083333,101.7333333,103.5133333,104.8358333,105.0233333,105.6225,106.2333333,,,,,,,,,
Samoa,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.36920115,72.97292268,77.04266923,85.95335258,91.38986205,92.09996792,96.9217843,98.90772991,99.51115185,99.10632447,99.8243202,101.1267468,102.8963604,107.2153929,108.2685982,106.5699586,109.9090136,121.9571102,131.6181218,134.4774667,
"Micronesia, Fed. Sts.",Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.75519112,65.13135847,65.45864182,65.38569312,65.46849975,66.95901911,69.80993312,73.04727808,75.46247148,81.81922306,87.05041901,89.93501713,94.50604895,99.24883835,100.9880029,101.6447126,101.3416937,100.2903059,100.87425,102.38575,104.3555,104.93425,108.283,114.13975,,,
Tonga,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.96748701,64.71644855,68.49734445,75.65325347,76.73271927,79.44515368,84.42696306,85.39579499,86.05814982,88.21896354,87.28913714,89.53958653,96.27033351,101.11475,102.3074423,101.9496346,107.7001154,119.5162885,127.1069231,131.1535577,
Azerbaijan,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.02034247,66.10268093,77.14166667,93.225,94.58333333,100,107.8583333,109.0083333,111.6416667,113.175,117.7333333,132.3833333,149.5083333,152.9,156.8915643,161.2214726,171.9431828,195.7611978,212.9596618,217.6706955,
Belarus,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.468342863,9.060883741,9.824422009,11.28215761,12.74270696,13.72845067,21.03592626,33.49334626,39.62673526,46.80692309,53.1420013,59.43219721,63.01705062,66.08743177,69.78710926,73.65899828,80.62734863,92.89050654,97.53558831,103.1783333,
Albania,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.78333333,78.3,80.075,82.9785571,85.82399409,87.56758808,89.26431588,90.71563319,92.43575946,93.61471442,95.47452176,97.41080199,98.78535685,100.3865555,102.4359185,109.3249417,114.5285512,117.0647739,
Georgia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.96351667,76.37285,83.43344167,91.77635833,93.36180833,100,108.5429333,107.5186583,106.9681,110.25075,114.664725,117.1127333,124.1808583,127.4284917,133.6124667,140.5636083,154.0112083,172.3357167,176.6230167,178.5830333,
Kazakhstan,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.63549094,34.39464161,38.12537205,44.66002261,47.92738496,51.47423362,55.82530151,58.7258076,62.21578763,66.47722675,70.91676598,81.10118958,87.13727798,92.50812568,97.44210299,202.0201516,217.9592771,251.0663333,288.036,313.8288092,
Kyrgyzstan,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.05402131,95.83804071,99.99614079,105.5480499,116.3457243,144.8738151,154.778204,167.1105014,194.9115497,200.3075636,213.5554091,229.6452018,244.5797604,245.5307802,253.3271433,257.2351235,260.1511989,276.6068626,309.5370197,352.6335782,390.5532439,,
Bulgaria,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,221.6075424,2567.043177,3046.366727,3124.751047,3447.108556,3700.848124,3915.872716,4007.842536,4254.209856,4468.572602,4793.06223,5195.800923,5837.41581,5998.131673,6144.425541,6403.714367,6592.916481,6651.599605,6557.267697,6550.406614,6498.091799,6632.056212,6818.718401,7030.352972,7147.931476,7383.651982,8515.215767,9319.294087,9547.292427,
Moldova,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003361459,0.037877806,0.649075599,3.806345631,4.943133988,6.105051111,6.823788549,7.348931292,10.23382634,13.43694251,14.74901465,15.53089588,17.35516722,19.52877641,21.86425865,24.65802023,27.70751873,31.24938395,31.22978477,33.56697529,36.14735294,37.79073244,39.52830458,41.53981523,45.55930758,48.45656472,51.64027246,53.21274663,55.78706411,57.88798889,60.84398769,78.32890556,88.83830299,92.99392353,
Russia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053595785,0.522154642,2.128942667,6.33177925,9.35533125,10.7363025,13.70872083,25.46346833,30.75955417,37.36578583,43.26536917,49.17684333,54.53152083,61.44901,67.3903025,73.46034833,83.8261675,93.5896775,100.0000017,108.4404667,113.9435417,121.6389583,131.155275,151.5294667,162.20085,168.1752417,173.015825,180.7502667,186.862625,199.3720667,,,,
Tajikistan,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,138.5918894,155.5693748,180.9326142,193.8547583,207.6028068,228.3856439,258.416357,311.315534,331.3898907,352.749011,396.6011773,419.7276504,440.7545217,467.6600626,494.3847751,524.0705085,,,,,,,,,
China,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.82086583,49.48020917,57.7885425,62.59259667,64.3367175,63.839275,62.944585,63.16351333,63.61773833,63.152075,63.86418,66.30675333,67.48463583,68.59774833,71.9019425,76.16231333,75.60772583,78.00851667,82.34103083,84.49797417,86.71270833,88.37901583,89.64904333,91.44202583,92.89882167,94.8262775,97.57551333,99.93627667,100.9166667,102.9083333,103.15,103.375,
Ukraine,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.34166667,53.80833333,60.71666667,76.03333333,88.10833333,96.36666667,104.0333333,104.625,104.375,116.975,173.9416667,198.1416667,226.75,251.5833333,271.425,278.8416667,304.95,366.5,413.5916667,440.4833333,
Uzbekistan,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2234772,35.52599263,40.21855089,44.9810038,49.15663246,53.45876292,57.80543436,65.82636761,77.36189852,88.59928363,100,110.8492398,123.5377573,135.8379061,148.9167257,
Czech Republic,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4515625,36.049305,43.5522575,47.92465583,52.23333333,56.80833333,61.69166667,68.29166667,69.75,72.38333333,75.75833333,77.2,77.29166667,79.425,80.9,82.95,85.31666667,90.74166667,91.66666667,93.01666667,94.8,97.91666667,99.325,99.66666667,99.975,100.6583333,103.125,105.3416667,108.3416667,111.7666667,116.0583333,133.5833333,147.825,151.425,
Slovakia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.26287083,43.147345,53.19507917,60.33147583,66.26875417,70.09632333,74.4016325,79.36098583,87.7497925,98.311165,105.517,108.8166667,118.125,127.0416667,130.4833333,136.3333333,140.0916667,146.5333333,148.9,150.325,156.2166667,161.85,164.1166667,163.9916667,163.4583333,162.6083333,164.7416667,168.8833333,173.3833333,176.7416667,182.3083333,205.5966667,227.25,233.5166667,
Estonia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.2083333,111.775,116.2666667,122.95,127.3416667,129.0416667,132.975,138.4,144.5416667,154.0833333,170.05,169.9166667,174.9666667,183.6833333,190.9083333,196.2166667,196.0083333,195.0433333,195.3333333,202.0083333,208.95,213.7083333,212.7583333,222.6583333,265.8501833,290.2,300.4166667,
Armenia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.57134413,107.18856,109.9304649,116.2950736,119.7621887,124.2313438,122.4876232,123.675206,126.7921104,128.6222868,130.1804632,139.5337164,151.5907007,154.5928314,155.0094776,
Latvia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.050715308,11.05033292,23.09404,31.39050583,39.23057833,46.1392675,50.03682833,52.36064583,53.59888,55.02153083,56.38993833,57.48326917,59.17479917,62.83913083,67.07979833,71.4642675,78.67714,90.79524417,94.004045,92.98444333,97.0485475,99.23969917,99.21046833,99.82606,99.99999917,100.1406325,103.0751167,105.6875083,108.6588167,108.89685,112.464125,131.9319833,143.724125,145.5433833,
